id,triggerDesc,actionDesc,deviceCategory
BchwJDe6,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn a wemo switch off",Generic/Other
BcnsK2dm,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
BctizJKM,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
BdCpvWQt,WHEN every time you are tagged you in a new photo,", THEN briefly turn your hue lights off THEN back on",Light
BdVaA3gf,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
BdkLsNvQ,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
BdvPr8Mm,WHEN a set number of minutes before the starting time of an event on your Google Calendar that contains a specific keyword or phrase,", THEN change the color of your hue lights",Light
BeLc5jMQ,WHEN Aura detects motion,", THEN set your aura to away scene",Light
Ber8jPwn,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
BeuEJYZq,WHEN a Routine is activated,", THEN turn off your hue lights",Light
Bf2kVWpB,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
BfBMG5T3,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn a wemo switch off",Generic/Other
BfNJrntY,WHEN Aura detects motion,", THEN set your aura to away scene",Light
BfT95BPn,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN start your robot",Generic/Other
BgMxrZ89,WHEN every single day at a specific time set by you,", THEN turn a wemo switch on",Generic/Other
BgNZtJ3a,WHEN Aura detects motion,", THEN set your aura to home scene",Light
BgWxHY97,WHEN every time you create a new plain text status message on Facebook,", THEN change the color of your hue lights",Light
BgdRsznp,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
BgnHydb5,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
Bh3sTGaP,WHEN every time the temperature drops below a threshold you specify,", THEN set a nest thermostat to the temperature you specify",Thermostat/Heating
Bh5kSasP,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
Bh8DzAjB,WHEN every time you press the button,", THEN turn on a slow color loop effect for your hue lights",Light
BhCkMr7q,WHEN tado⁠° switches to Home Mode,", THEN turn on your hue lights",Light
BhDc6JKk,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
BhWkP4gU,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn on, turn off or toggle your lights",Light
BhtCedqF,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn on your hue lights",Light
BhwX2NGH,WHEN a selected member leaves,", THEN set your aura to guardian scene",Light
Bi2QMwpa,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
Bi4N6LpK,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
BiE7YmZg,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
Bj24TLbs,WHEN every time the noise rises above a decibel value you specify,", THEN turn on a slow color loop effect for your hue lights",Light
Bj9mNxrQ,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
BjVvJdq3,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
BjepFG6d,WHEN every time your alarm goes off,", THEN dim or brighten your hue lights to a value between 0-100",Light
BjhvNye8,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
BkWSDr84,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to home scene",Light
BkXDc2aM,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
BmDCWwgV,WHEN Aura detects motion,", THEN set your aura to away scene",Light
Bmczhn6Z,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn off your hue lights",Light
BnDWiSTe,WHEN only on specific days of the week at the time you provide,", THEN turn on a slow color loop effect for your hue lights",Light
Bnqkis3G,WHEN every single day at a specific time set by you,", THEN turn off your hue lights",Light
BpJ5LBQG,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
BpKVk3ZB,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn off the device/group of your choosing",Generic/Other
BpKkFzdh,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
BqQzUf6n,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
BqtAhdYS,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
Br6fJ9pA,WHEN within 15 minutes of the sunset in your location,", THEN change the color of your hue lights",Light
BrMCkhPS,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
BrzLYaX2,WHEN Aura detects motion,", THEN set your aura to guardian scene",Light
Bs2ix8kE,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn your lights on",Light
Bs3JVnAZ,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
Bs8p4NbT,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
BsL3bPTX,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN dim or brighten your hue lights to a value between 0-100",Light
BsP2FuxH,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
BsmxzU9L,WHEN a selected member leaves,", THEN set your aura to guardian scene",Light
Btp6gSni,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
BtuFksrR,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
Bu5Sp7Ka,WHEN every time your WeMo Insight Switch is turned on,", THEN turn on your hue lights",Light
BuJVkxHS,WHEN a selected member arrives,", THEN set your aura to away scene",Light
Bus3Pber,WHEN every time you share any new photo on Instagram,", THEN briefly turn your hue lights off THEN back on",Light
BvKTiQeq,WHEN there is a new Super Chat message in a live chat during a live stream on your channel,", THEN set your lights to a pre-defined scene",Light
BvUdPgtm,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
BvrpjefE,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn on your hue lights",Light
BwASfijh,WHEN a selected member arrives,", THEN set your aura to away scene",Light
BwD7MRbi,"WHEN once an hour at :00, :15, :30, or :45 minutes past the hour",", THEN set the honeywell thermostat fan to on where the fan is always on or auto where the fan runs only when the heating or cooling system is on",Thermostat/Heating
BwKBMQSt,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn off your hue lights",Light
BwP5CHRu,WHEN every time you press the button,", THEN change your lights to a specified color",Light
Bwa8GvcE,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
BwiPNGfe,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
BwzjMm3p,WHEN every single day at a specific time set by you,", THEN turn on your hue lights",Light
BxK3Bf6c,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
BxWfdRgZ,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
BxXfCA27,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
BxeTHNUZ,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN set your honeywell thermostat to hold a temperature for a specified period of time",Thermostat/Heating
BxtXDPey,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
BxyhkrXV,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
ByNfUjhs,WHEN every time your Android device's battery drops below 15%,", THEN briefly turn your hue lights off THEN back on",Light
ByRNGMJX,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
Byai4nej,WHEN a selected member arrives,", THEN set your aura to away scene",Light
BygeGub9,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
ByjvUPVQ,WHEN there is a new membership for your channel,", THEN set your lights to a specified brightness",Light
BykEN28q,WHEN every time a new event is added to the calendar that you specify,", THEN activate a selected scene from your account",Generic/Other
BymLp3dt,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
ByqYXPzT,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
Bz9SdVt4,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
BzEymuka,WHEN every time you create a new plain text status message on Facebook,", THEN change the color of your hue lights",Light
BzFBx9Qr,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
C2pbAQ69,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
C2w5ixBZ,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
C3KJXP4U,WHEN every time your alarm goes off,", THEN make your lights slowly breathe the color of your choice",Light
C3TnM8tR,WHEN every time a specific user you are subscribed to makes a new video public,", THEN set your lights to a pre-defined scene",Light
C3bqQwCg,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
C3fzkPje,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN dock your robot",Generic/Other
C436CgpS,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn on your hue lights",Light
C4A2hNQf,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN change the color of your lights",Light
C4GUq7sD,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
C4rqU6v8,WHEN every time you enter an area you specify,", THEN turn a wemo switch on",Generic/Other
C5v84C2D,WHEN a selected member leaves,", THEN set your aura to away scene",Light
C6NGswyg,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
C73siDxu,WHEN every time the temperature rises above a threshold you specify,", THEN set a lutron shade to the position you specify",Generic/Other
C7LYTtD3,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
C7WuTUqi,WHEN a door is opened,", THEN adjust multiple lights and shades together by activating a scene created in the lutron app",Light
C7imY6kp,WHEN every time a new item in the feed you specify contains a particular keyword or simple phrase,", THEN change the color of your hue lights",Light
C7qPLQwM,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
C7xPmQyD,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
