id,triggerDesc,actionDesc
BNaJRgHK,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
BNekJ5dj,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn off your air conditioner"
BNpEeSiX,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN change the color of your hue lights"
BPjvpQ6N,WHEN every time the Nest Protect you specify detects dangerous smoke levels,", THEN turn off your oven"
BQFENXiU,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
BQVctFm2,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN unlock your smartthings devices that support unlocking"
BQtw2LHX,WHEN a selected member arrives,", THEN set your aura to guardian scene"
BRDSgfzx,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
BRs4QKi5,WHEN every time your WeMo Light Switch is turned on or off with a long press over two seconds,", THEN toggle your hue lights on or off"
BRvasUNJ,WHEN every time the you ask Alexa what's on your Shopping List,", THEN turn your lights off if they are on, and turn them on if they are off"
BS4JitRN,WHEN every time your SmartThings device's presence is no longer detected,", THEN lock your smartthings devices that support locking"
BSD2BuCf,WHEN every single day at a specific time set by you,", THEN turn off the device/group of your choosing"
BSF67wQq,WHEN you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score,", THEN set a nest thermostat to the temperature you specify"
BSNPysBu,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN dock your robot"
BSVcXtwe,WHEN every time you click the selected Flic,", THEN turn on a plug for the specified duration"
BSaTfwiX,WHEN every time the camera detects a motion event,", THEN turn a wemo insight switch on"
BSnpseHb,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
BSwbk2JN,WHEN a selected member arrives,", THEN set your aura to home scene"
BT4LqSvY,WHEN only on specific days of the week at the time you provide,", THEN turn on your smartthings devices that support switching on"
BT6kMW8C,WHEN every time you exit an area you specify,", THEN set the thermostat mode"
BTDUu2YC,WHEN Aura detects motion when set to Night scene,", THEN set your aura to home scene"
BTWDk9eS,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn off your hue lights"
BTvxVG2i,WHEN every time you enter an area you specify,", THEN order your home to go back to default schedule"
BURKCEeq,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
BUS37rmK,WHEN every time you add an item to your To Do List,", THEN change the color of your hue lights"
BUiWh9ZH,WHEN every time you enter an area you specify,", THEN turn a wemo switch on"
BUnmshZA,WHEN within 15 minutes of the sunrise in your location,", THEN turn off your hue lights"
BVQFk4ri,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn on your hue lights"
BVc2ChQF,WHEN the amount of renewable generation in the grid changes,", THEN change the color of a light bulb"
BVhH8UwR,WHEN every single day at a specific time set by you,", THEN turn a wemo light switch on"
BW4LMnAS,WHEN a selected member arrives,", THEN set your aura to home scene"
BWTQ5AsE,WHEN there is a new membership for your channel,", THEN set your lights to a specified brightness"
BWTf6uBz,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn off your daikin ac unit"
BWa6PZtb,WHEN every time you exit an area you specify,", THEN execute the indicated scene"
BWs7zyta,WHEN every single day at a specific time set by you,", THEN turn on your hue lights"
BX8yCJEn,WHEN every time IFTTT receives a specific event from Apilio,", THEN activate standby mode on the selected heatmiser thermostat"
BXF38xh7,WHEN every time your timer goes off,", THEN briefly turn your hue lights off THEN back on"
BXJirAtz,WHEN every time your WeMo Light Switch is turned off,", THEN turn a wemo light switch off"
BXKRUZn2,WHEN every time you press the button,", THEN set your thermostat to manual mode"
BXLpJQyv,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
BXf76dyC,WHEN a selected member arrives,", THEN set your aura to guardian scene"
BXkU8R7v,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to home scene"
BY2aEbAk,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
BYMsZmDh,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN set your honeywell thermostat to hold a temperature for a specified period of time"
BYeQzijM,WHEN every time you press the button,", THEN change the color of your hue lights"
BZHTyUWK,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
BZYnteQb,WHEN a selected member arrives,", THEN set your aura to home scene"
BZg4Lrd3,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
BZhszaCJ,WHEN every time you press the button,", THEN provide comfort feedback for the device that you specified"
BaSGzdXL,WHEN every time your Android device connects to a WiFi network you specify,", THEN turn on a device"
BbMqcVNt,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
BcAns5mB,WHEN a selected member leaves,", THEN set your aura to guardian scene"
BcKp23zr,WHEN Aura detects motion when set to Night scene,", THEN set your aura to guardian scene"
BcQ3yuJs,WHEN every time your timer goes off,", THEN make your lights slowly breathe the color of your choice"
BcXkMBm2,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
BchwJDe6,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn a wemo switch off"
BcnsK2dm,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
BctizJKM,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
Bcx2b9Uy,WHEN you tap a gesture with a custom IFTTT task matching the ID of this trigger,", THEN unlock your smartthings devices that support unlocking"
BdCpvWQt,WHEN every time you are tagged you in a new photo,", THEN briefly turn your hue lights off THEN back on"
BdVaA3gf,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
BdkLsNvQ,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
BdvPr8Mm,WHEN a set number of minutes before the starting time of an event on your Google Calendar that contains a specific keyword or phrase,", THEN change the color of your hue lights"
BeLc5jMQ,WHEN Aura detects motion,", THEN set your aura to away scene"
Ber8jPwn,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
BeuEJYZq,WHEN a Routine is activated,", THEN turn off your hue lights"
BeuGbNzt,WHEN every time your WeMo Motion sensor detects new motion,", THEN turn on a device"
Bf2kVWpB,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
BfBMG5T3,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn a wemo switch off"
BfNJrntY,WHEN Aura detects motion,", THEN set your aura to away scene"
BfT95BPn,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN start your robot"
BgMxrZ89,WHEN every single day at a specific time set by you,", THEN turn a wemo switch on"
BgNZtJ3a,WHEN Aura detects motion,", THEN set your aura to home scene"
BgWxHY97,WHEN every time you create a new plain text status message on Facebook,", THEN change the color of your hue lights"
BgdRsznp,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
BgnHydb5,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
Bh3sTGaP,WHEN every time the temperature drops below a threshold you specify,", THEN set a nest thermostat to the temperature you specify"
Bh5kSasP,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
Bh8DzAjB,WHEN every time you press the button,", THEN turn on a slow color loop effect for your hue lights"
BhCkMr7q,WHEN tado⁠° switches to Home Mode,", THEN turn on your hue lights"
BhDc6JKk,WHEN a selected member arrives,", THEN set your aura to guardian scene"
BhFTJH96,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN temporarily set your nanoleaf light panels or canvas to a solid or blinking color and THEN return to its previous state"
BhWkP4gU,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn on, turn off or toggle your lights"
BhZgj9GB,WHEN Caavo Control Center is turned on,", THEN set your aura to night scene"
BhtCedqF,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn on your hue lights"
BhwX2NGH,WHEN a selected member leaves,", THEN set your aura to guardian scene"
Bi2QMwpa,WHEN a selected member arrives,", THEN set your aura to guardian scene"
Bi4N6LpK,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
BiE7YmZg,WHEN a selected member arrives,", THEN set your aura to guardian scene"
Bj24TLbs,WHEN every time the noise rises above a decibel value you specify,", THEN turn on a slow color loop effect for your hue lights"
Bj9mNxrQ,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
BjMnbAS6,WHEN your eWeLink Support 1-Channel Switch is turned on or off,", THEN turn off your smartthings devices that support switching off"
BjVvJdq3,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
BjdJ2w3c,WHEN every time the home you specify is set to Home,", THEN dim or brighten your hue lights to a value between 0-100"
BjepFG6d,WHEN every time your alarm goes off,", THEN dim or brighten your hue lights to a value between 0-100"
BjhvNye8,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
BkWSDr84,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to home scene"
BkXDc2aM,WHEN a selected member arrives,", THEN set your aura to guardian scene"
BmDCWwgV,WHEN Aura detects motion,", THEN set your aura to away scene"
Bmczhn6Z,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn off your hue lights"
BnDWiSTe,WHEN only on specific days of the week at the time you provide,", THEN turn on a slow color loop effect for your hue lights"
BnhEXbcZ,"WHEN every time your air purifier registers an air quality you specify (poor, moderate, good)",", THEN turn on the selected light(s)"
Bnqkis3G,WHEN every single day at a specific time set by you,", THEN turn off your hue lights"
Bnx5a864,WHEN every time your SmartThings device senses motion,", THEN turn on the device/group of your choosing"
BpJ5LBQG,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
BpJE5wQZ,WHEN every time you complete an item on your To Do List,", THEN turn a wemo switch on THEN immediately back off"
BpKVk3ZB,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn off the device/group of your choosing"
BpKkFzdh,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
