triggerDesc,actionDesc
IF a voice assistant is activated with a specific phrase,", THEN turned on the coffee with the specified program for the entire day."
IF a voice assistant is activated with a specific phrase,", THEN turned on the coffee with the specified program for a limited time."
IF a voice assistant is activated with a specific phrase,", THEN turned on the coffee with the specified program until stopped."
IF a voice assistant is activated with a specific phrase,", THEN turned on the coffee with the specified program indefinitely."
IF a voice assistant is activated with a specific phrase,", THEN turned on the coffee with the specified program temporarily."
IF a voice assistant is activated with a specific phrase,", THEN turned on the coffee with the specified program until manually changed."
IF a voice assistant is activated with a specific phrase,", THEN turned on the coffee with the specified program continuously."
IF a voice assistant is activated with a specific phrase,", THEN start the coffee with the chosen program for a specific amount of time."
IF a voice assistant is activated with a specific phrase,", THEN start the coffee with the chosen program for a while."
IF a voice assistant is activated with a specific phrase,", THEN start the coffee with the chosen program for the entire day."
IF a voice assistant is activated with a specific phrase,", THEN start the coffee with the chosen program for a limited time."
IF a voice assistant is activated with a specific phrase,", THEN start the coffee with the chosen program until stopped."
IF a voice assistant is activated with a specific phrase,", THEN start the coffee with the chosen program indefinitely."
IF a voice assistant is activated with a specific phrase,", THEN start the coffee with the chosen program temporarily."
IF a voice assistant is activated with a specific phrase,", THEN start the coffee with the chosen program until manually changed."
IF a voice assistant is activated with a specific phrase,", THEN start the coffee with the chosen program continuously."
IF a voice assistant is activated with a specific phrase,", THEN turn on the hood with the default program for a specific amount of time."
IF a voice assistant is activated with a specific phrase,", THEN turn on the hood with the default program for a while."
IF a voice assistant is activated with a specific phrase,", THEN turn on the hood with the default program for the entire day."
IF a voice assistant is activated with a specific phrase,", THEN turn on the hood with the default program for a limited time."
IF a voice assistant is activated with a specific phrase,", THEN turn on the hood with the default program until stopped."
IF a voice assistant is activated with a specific phrase,", THEN turn on the hood with the default program indefinitely."
IF a voice assistant is activated with a specific phrase,", THEN turn on the hood with the default program temporarily."
IF a voice assistant is activated with a specific phrase,", THEN turn on the hood with the default program until manually changed."
IF a voice assistant is activated with a specific phrase,", THEN turn on the hood with the default program continuously."
IF a voice assistant is activated with a specific phrase,", THEN start the hood with the default program for a specific amount of time."
IF a voice assistant is activated with a specific phrase,", THEN start the hood with the default program for a while."
IF a voice assistant is activated with a specific phrase,", THEN start the hood with the default program for the entire day."
IF a voice assistant is activated with a specific phrase,", THEN start the hood with the default program for a limited time."
IF a voice assistant is activated with a specific phrase,", THEN start the hood with the default program until stopped."
IF a voice assistant is activated with a specific phrase,", THEN start the hood with the default program indefinitely."
IF a voice assistant is activated with a specific phrase,", THEN start the hood with the default program temporarily."
IF a voice assistant is activated with a specific phrase,", THEN start the hood with the default program until manually changed."
IF a voice assistant is activated with a specific phrase,", THEN start the hood with the default program continuously."
IF a voice assistant is activated with a specific phrase,", THEN activate the hood with the default program for a specific amount of time."
