id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory,originalTrigger,originalAction
DCvwKhbY,Litter-Robot by Whisker,Litter Robot Events,IF a reminder or task changes,iRobot,Clean by Room,", THEN let the robot clean a specific room.",Generic/Other,This trigger fires when an event is triggered from your litter robot. ie. Clean Cycle Completes,This action will clean a specific room in your home. For robots with Imprint™ Smart Mapping technology.
DDVuQJvG,Date & Time,Every hour at,IF a scheduled time interval occurs [FREE],WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,"This Trigger fires once an hour at :00, :15, :30, or :45 minutes past the hour.","This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
DFmSMW9B,Android Device,Notification received from a specific app,IF a notification is received from a mobile app [FREE],Smart Life,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This trigger fires every time a new notification is received on your Android device from an app that you specify. NOTE: will not fire for IFTTT app notifications.,This action will turn on the device/group of your choosing.
DGbRmNpc,Netatmo Weather Station,Humidity rises above,IF humidity crosses a threshold,WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time the humidity rises above a percentage you specify.,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
DGgTYv4H,Hubitat,Device turns off,IF a device is turned off,Smart Life,Turn off,", THEN switch off a device for a specified amount of time.",Generic/Other,This trigger fires when your Hubitat device turns off.,This action will turn off the device/group of your choosing.
DJCyH7wz,Date & Time,Every day of the week at,IF a specific day of the week occurs [FREE],WeMo Insight Switch,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires only on specific days of the week at the time you provide.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
DKzmP6YS,Button widget,Button press,IF a button is pressed,Smart Life,Activate Scene,", THEN activate to a specified scene.",Generic/Other,This trigger fires every time you press the button.,This action will activate the specified scene.
DMmPJCW2,Weather Underground,Current temperature drops below,IF temperature drops below a specified threshold,Smart Life,Turn off,", THEN switch off a device for a specified amount of time.",Generic/Other,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,This action will turn off the device/group of your choosing.
DNgdetuZ,Withings Sleep,When I get out of bed,IF sleep activity is detected,Heatzy,Set eco mode,", THEN change the device operating mode to eco.",Generic/Other,"This trigger fires every time your Withings Sleep detects that you get out of bed, within the start and end time parameters that you specify.",This action will set a specific device on eco mode
DPFc8wQj,Button widget,Button press,IF a button is pressed,TP-Link Kasa,Turn off,", THEN switch off a device for a specified amount of time.",Generic/Other,This trigger fires every time you press the button.,This action will turn off a selected device.
DRBc2Wqu,Button widget,Button press,IF a button is pressed,Smart Life,Activate Scene,", THEN activate to a specified scene.",Generic/Other,This trigger fires every time you press the button.,This action will activate the specified scene.
DRFxz8dk,Nest Thermostat,Temperature drops below,IF temperature drops below a specified threshold,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time the temperature drops below a threshold you specify.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
DSkVQzjy,Honeywell Home,Smart Home Security away mode activated,IF home presence is set to away,iRobot,Start robot,", THEN start the robot.",Generic/Other,This trigger fires when the home security device enters Away mode.,This action will start your robot.
DTw3GDk7,OhmConnect,An #OhmHour starts,IF a demand response event starts or ends,WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This trigger fires when an OhmHour starts,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
DWnhf2ZS,Apilio,Receive an event from Apilio,IF an external webhook event is received,TP-Link Kasa,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This trigger fires every time IFTTT receives a specific event from Apilio.,This action will turn on a device.
DXadVGMr,Weather Underground,Sunset,"IF it is sunset, within a specified time",iDevices,Turn on,", THEN turn on a smart device.",Generic/Other,This Trigger fires within 15 minutes of the sunset in your location.,This action will turn the specified product on.
DY6NHLwz,Homey,A Flow has been started,IF an automation flow is started,Heatzy,Set manual mode,", THEN change the device operating mode to auto.",Generic/Other,This trigger is run every time a specific Flow has been started on Homey. In order to use this Applet you need to be an owner on your Homey and have the IFTTT Homey App installed.,This action will set a specific device on manual mode
DY7auk2z,Wyze,Contact Sensor closes,IF a door or contact sensor closes,TP-Link Kasa,Activate scene,", THEN activate to a specified scene.",Generic/Other,This trigger fires when a Contact Sensor closes.,This action will activate a selected Scene from your account.
DYJQd63x,Weather Underground,Current humidity level rises above,IF humidity crosses a threshold,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger monitors your local humidity and fires every time the humidity rises above the value you specify.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
DZw9S4xC,Location,You enter an area,IF the user enters a specified area,ThermoSmart,Unpause,", THEN pause the thermostat.",Generic/Other,This Trigger fires every time you enter an area you specify.,"This Action will unpause your ThermoSmart, i.e. set it to either a scheduled program or an exception if there is one for the current time."
Da9qjsHY,Ring,New Motion Detected,IF motion is detected,Lutron Caséta and RA2 Select,Set light level,", THEN set brightness to a specified level.",Generic/Other,This Trigger fires every time a motion is detected at the given doorbell.,This Action will set a Lutron dimmer or switch to the level you specify.
Dfc6aUJt,Weather Underground,Sunset,"IF it is sunset, within a specified time",Energenie Mi|Home,Power on device,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires within 15 minutes of the sunset in your location.,This Action will turn on one of your Mi|Home devices.
DmECzwrR,Weather Underground,Sunset,"IF it is sunset, within a specified time",Energenie Mi|Home,Power on device,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires within 15 minutes of the sunset in your location.,This Action will turn on one of your Mi|Home devices.
Dnwv4KDU,Weather Underground,Sunset,"IF it is sunset, within a specified time",WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires within 15 minutes of the sunset in your location.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
DqidhGzN,WeMo Smart Plug,Switched on,IF a smart device is turned on [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time your WeMo Switch is turned on.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
Dw67cTvp,Weather Underground,Sunset,"IF it is sunset, within a specified time",Energenie Mi|Home,Power on group,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires within 15 minutes of the sunset in your location.,This Action will turn on a whole group of Mi|Home devices simultaneously.
Dy62HwaL,Arlo,Motion detected,IF motion is detected,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires when your Arlo device detects motion.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
DzDtgMek,Weather Underground,Current temperature drops below,IF temperature drops below a specified threshold,WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
DzMWUY4D,Google Calendar,Any event ends,IF shortly after a calendar event,iRobot,Resume robot,", THEN start the robot.",Generic/Other,This Trigger fires within 15 minutes of the ending time of an event on your Google Calendar.,This action will resume your robot.
DzWRDNmK,Location,You enter or exit an area,IF the user enters a specified area,WeMo Smart Plug,Toggle on/off,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time you enter or exit an area you specify.,This Action will toggle a WeMo Switch on or off.
