id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory,originalTrigger,originalAction
FEipUReL,Location,You exit an area,IF the user exits a specified area,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you exit an area you specify.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
FGBUNzr8,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
FHNwQxA3,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
FHyz5UGA,Weather Underground,Sunrise,IF it is sunrise,Nest Thermostat,Turn on fan for 15 minutes,", THEN configures thermostat fan mode [ACTION_Z].",Thermostat/Heating,This Trigger fires within 15 minutes of the sunrise in your location.,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.
FKkZgMda,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase,Honeywell Total Connect Comfort,Set temperature for a period of time,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This Action will set your Honeywell thermostat to hold a temperature for a specified period of time. The schedule will resume when the time expires.
FQpfmZrL,Weather Underground,Sunrise,IF it is sunrise,Nest Thermostat,Turn on fan for 15 minutes,", THEN configures thermostat fan mode [ACTION_Z].",Thermostat/Heating,This Trigger fires within 15 minutes of the sunrise in your location.,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.
FU8xbMse,smanos connect,System armed,IF a security system is armed,Hive Active Heating™ - UK and Europe,Turn off thermostat ,", THEN turns heating mode off [ACTION_W].",Thermostat/Heating,This Trigger fires when your smanos system is armed to away mode with no one in the house.,This Action will set the heating mode to off.
Fb5DAL8y,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase,Hive Active Heating™ - UK and Europe,Turn off thermostat ,", THEN turns heating mode off [ACTION_W].",Thermostat/Heating,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This Action will set the heating mode to off.
FeFiRvq6,Date & Time,Every day at,IF every day at a specified time,Hive Active Heating™ - UK and Europe,Set the thermostat to schedule,", THEN sets heating mode to [ACTION_X].",Thermostat/Heating,This Trigger fires every single day at a specific time set by you.,This Action will set the heating mode to schedule.
FvZTCHV6,Location,You enter an area,IF the user enters a specified area,Netatmo Thermostat,Go back to schedule,", THEN restores default heating schedule [ACTION_Z].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will order your home to go back to default schedule.
FxTPYtbv,Google Assistant,Say a phrase with a text ingredient,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
FxWKuhPE,Weather Underground,Current temperature rises above,IF local temperature is above a specified value,GE Appliances Window AC,Set target temperature,", THEN sets the target temperature [ACTION_Z] on the window air conditioner.",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,This Action will set a target temperature on your window ac unit.
FyL2rbqB,Email,Send IFTTT an email tagged,IF a message containing a key phrase is sent,Sensibo,Turn A/C on,", THEN turns on the air conditioner [ACTION_Z].",Thermostat/Heating,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment (up to 30MB) and IFTTT will create a public URL to the file as an Ingredient.,"Turn your A/C on with a set temperature, mode and fan level."
FzFG36pr,Apilio,Receive an event from Apilio,IF a message containing a key phrase is sent,Hive Active Heating™ - UK and Europe,Set thermostat to a specific temperature in current mode,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires every time IFTTT receives a specific event from Apilio.,This Action will set thermostat to a specific temperature in current mode
FzHxGh9R,Date & Time,Every hour at,IF every hour at quarter intervals,tadoº Heating,Return to tado⁠° automatic control,", THEN sets the room temperature [ACTION_Z].",Thermostat/Heating,"This Trigger fires once an hour at :00, :15, :30, or :45 minutes past the hour.","This Action will return control of your heating to tado⁠°, using your user-defined settings (e.g. location and Smart Schedule) to automatically determine the right room temperature."
G4dg7bsT,Google Calendar,Event from search starts,IF a calendar event with a specific keyword occurs,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,"This Trigger fires a set number of minutes before the starting time of an event on your Google Calendar that contains a specific keyword or phrase. The search looks at the event’s Title, Description, and Location.",This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
G8jJPzv5,EDF : vos plages tarifaires,Début de plage tarifaire,IF an energy tariff period starts,Netatmo Thermostat,Switch schedule,", THEN updates the thermostat schedule [ACTION_W].",Thermostat/Heating,Ce trigger se déclenche lorsque la plage tarifaire choisie commence dans votre logement.,This Action will change the schedule for the corresponding home.
GA7fCmpv,Foursquare,New check-in tagged,IF a message containing a key phrase is sent,Wink: Aros,Turn A/C on,", THEN turns on the air conditioner in [ACTION_X].",Thermostat/Heating,This trigger fires every time you check in on Foursquare or Swarmwith a single hashtag in the shout (e.g. #IFTTT).,This Action will turn your Aros A/C on and set to a temperature you specify.
GBuTHfSe,Button widget,Button press,IF a button is pressed,ecobee,Set thermostat hold for X hours,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires every time you press the button.,This action will set the thermostat into a hold with the specified temperature for the specified number of hours.
GK6hARsn,Weather Underground,Sunset,IF a set number of minutes before sunset,Nest Thermostat,Turn on fan for 15 minutes,", THEN configures thermostat fan mode [ACTION_Z].",Thermostat/Heating,This Trigger fires within 15 minutes of the sunset in your location.,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.
GNRMsmvK,Homey,A Flow has been started,IF a message containing a key phrase is sent,Heatzy,Set heat mode,", THEN sets heating mode [ACTION_Z].",Thermostat/Heating,This trigger is run every time a specific Flow has been started on Homey. In order to use this Applet you need to be an owner on your Homey and have the IFTTT Homey App installed.,This action will set a specific device on heat mode
