triggerDesc,actionDesc,freeOrLocked
__UNMATCHED_TRIGGER__ this trigger fires every time you add a new reminder.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when you send a text message with a key phrase to the @ifttt bot on telegram.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
"__UNMATCHED_TRIGGER__ this trigger fires every time your myfox security system receives an alarm (detection, intrusion, silent alert, ...).",", THEN turns on smart lights in [ACTION_X].",LOCKED
IF an SMS is received,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time someone already identified by the camera arrives home.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF google assistant phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF wifi connected,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF vehicle geofence exit,", THEN turns off smart lights [ACTION_W].",LOCKED
IF area exited,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you add an item to your to do list.,", THEN turns off smart lights [ACTION_W].",LOCKED
IF weekly schedule,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF google assistant phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF ifttt email trigger,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when the humidity of a device rises above the provided threshold.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF instagram post,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF ifttt hashtag email,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF out of bed,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF today weather report,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF weekly schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF lock locked,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF calendar event is upcoming,", THEN turns on smart lights [ACTION_X].",LOCKED
IF sunrise approaching,", THEN turns off smart lights [ACTION_W].",LOCKED
IF Arlo detects motion,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF quarter hour,", THEN toggles lights based on current state in [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN changes the color of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the nest protect you specify detects dangerous smoke levels.,", THEN turns on a light switch [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF daily schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF weather condition change,", THEN sets lights to a predefined scene [ACTION_Z].",LOCKED
"__UNMATCHED_TRIGGER__ this trigger fires when your abode system mode is changed (away, home, standby).",", THEN turns off smart lights [ACTION_W].",LOCKED
IF alexa custom phrase,", THEN activates a lighting scene in [ACTION_X].",LOCKED
IF sunset approaching,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF daily schedule,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the twitter user you specify tweets.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sunrise approaching,", THEN turns off smart lights [ACTION_W].",LOCKED
IF alarm triggered,", THEN turns on smart lights [ACTION_X].",LOCKED
IF sunset approaching,", THEN turns on smart lights [ACTION_X].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you are tagged you in a new photo. note: facebook privacy settings may block ifttt’s access to some photos you are tagged in.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF sunrise approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF daily schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF door opened,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your netatmo rain gauge detects that it is raining.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF alexa custom phrase,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the preheating phase has finished. please note that you have to start the heating program with enabled fast preheat.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF wifi connected,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF weather condition change,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF away mode entered,", THEN turns off smart lights [ACTION_W].",LOCKED
IF an audio event is detected,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when co2 emissions level is low,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF oven finished,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF google assistant phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you receive a new notification from a specific repository on github.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF weekly schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you are tagged you in a new photo. note: facebook privacy settings may block ifttt’s access to some photos you are tagged in.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time someone already identified by the camera arrives home.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF google assistant phrase,", THEN turns on smart lights [ACTION_X].",LOCKED
IF simcam person detected,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF alarm is armed,", THEN turns off smart lights [ACTION_W].",LOCKED
IF yearly schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF temperature rises above a threshold,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF family left,", THEN turns off smart lights [ACTION_W].",LOCKED
IF weekly schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your wemo switch is turned on.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alarm triggered,", THEN turns off smart lights [ACTION_W].",LOCKED
IF door closed,", THEN turns off smart lights [ACTION_W].",LOCKED
IF today weather report,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF weekly schedule,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF google assistant phrase,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF fasting time occurs,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF motion sensor is triggered,", THEN turns on a light switch [ACTION_Y].",LOCKED
IF weather condition change,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger is fired from the assigned pusher on your lotus watch.,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF WeMo light is turned on,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF today weather report,", THEN turns off smart lights [ACTION_W].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when the uv index rises above a given value.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF home away mode,", THEN turns off smart lights [ACTION_W].",LOCKED
IF step goal reached,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF calendar event is upcoming,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you do not achieve a daily goal you choose at the time you specify. note: updated on the first fitbit tracker sync after the time you specify.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF ifttt hashtag email,", THEN turns off smart lights [ACTION_W].",LOCKED
IF Arlo detects motion,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when a task is completed.,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF calendar event is upcoming,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF alarm triggered,", THEN turns on smart lights [ACTION_X].",LOCKED
IF sms received,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF apilio event,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sunrise approaching,", THEN turns off smart lights [ACTION_W].",LOCKED
IF superchat received,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the thermostat you specify is set to a certain heating mode.,", THEN turns off smart lights [ACTION_W].",LOCKED
IF area entered,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF door closed,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF yearly schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF camera motion,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF ifttt hashtag email,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time somebody rings your ring doorbell.,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when there is a new membership for your channel.,", THEN sets lights to a predefined scene [ACTION_Z].",LOCKED
IF ifttt hashtag email,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF superchat received,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF sunrise approaching,", THEN turns off the light [ACTION_W].",LOCKED
IF temperature rises above a threshold,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF lametric button pressed,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF sunset approaching,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF flic clicked,", THEN turns off the light [ACTION_W].",LOCKED
IF sms received,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when the smart alert detects that a smoke or carbon monoxide alarm has gone off in your home.,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF camera motion,", THEN changes the color of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time it is christmas in the time zone you specify.,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF wifi connected,", THEN sets lights to a predefined scene [ACTION_Z].",LOCKED
IF sunrise approaching,", THEN turns off smart lights [ACTION_W].",LOCKED
IF sunset approaching,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF weather condition change,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF daily schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF order is out for delivery,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires during alarms,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF weather condition change,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF yearly schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sunrise approaching,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF area entered,", THEN turns on smart lights [ACTION_X].",LOCKED
IF prayer time occurs,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF weekly schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your wemo light switches on.,", THEN turns on the hood lighting [ACTION_Z].",LOCKED
IF google assistant phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when an abode alarm is active.,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the you ask alexa what's on your to do list.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sound is detected,", THEN turns on smart lights [ACTION_X].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF sunset approaching,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF sunset approaching,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF area exited,", THEN turns off smart lights [ACTION_W].",LOCKED
