id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory
GK6hARsn,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,Nest Thermostat,Turn on fan for 15 minutes,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.,Thermostat/Heating
GNRMsmvK,Homey,A Flow has been started,This trigger is run every time a specific Flow has been started on Homey. In order to use this Applet you need to be an owner on your Homey and have the IFTTT Homey App installed.,Heatzy,Set heat mode,This action will set a specific device on heat mode,Thermostat/Heating
GS59TAnu,Apilio,Receive an event from Apilio,This trigger fires every time IFTTT receives a specific event from Apilio.,Sensibo,Turn A/C on,"Turn your A/C on with a set temperature, mode and fan level.",Thermostat/Heating
GTcXn3JV,Google Calendar,Event from search starts,"This Trigger fires a set number of minutes before the starting time of an event on your Calendar that contains a specific keyword or phrase in the event’s Title, Description, or Location. Ingredient will be based on the zone set in Google.",Hive Active Heating™ - UK and Europe,Turn off thermostat ,This Action will set the heating mode to off.,Thermostat/Heating
Gb62TGte,Niko Home Control,Routine activated,This trigger fires when a Routine is activated.,tadoº Heating,Turn heating off,This Action will turn your heating off.,Thermostat/Heating
GdWH4cVi,Knocki,Gesture with task matching ID occurs,This trigger fires if you tap a gesture with a custom IFTTT task matching the ID of this trigger.,Nest Thermostat,Set temperature range,This Action will set a Nest Thermostat in Heat-Cool mode to the temperature range you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
GfpwZPKz,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Honeywell Total Connect Comfort,Resume programmed schedule,This Action will set your Honeywell thermostat to resume the currently defined thermostat programmed schedule.,Thermostat/Heating
GjdsAVk9,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Heatmiser,Set Temperature,The Action will set the temperature on the selected Heatmiser Thermostat.,Thermostat/Heating
GuTBVY26,RescueTime,FocusTime session starts,This Trigger fires every time a FocusTime session is started.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
H2bUjixy,ecobee,Thermostat schedule override,"This trigger fires every time your ecobee schedule is overridden with a Hold event (including vacations), a Utility Demand Response event, or a Smart Home/Away event.",ecobee,Resume thermostat program,This Action removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event.,Thermostat/Heating
H2cx3KpA,TP-Link Router,Device Connects,This trigger fires every time a previously-connected device connects to your TP-Link router.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
H3D7qvhB,Apilio,Receive an event from Apilio,This trigger fires every time IFTTT receives a specific event from Apilio.,Heatmiser,Set Standby Mode,This Action will activate Standby Mode on the selected Heatmiser Thermostat.,Thermostat/Heating
H6984vCV,Location,You enter or exit an area,This Trigger fires every time you enter or exit an area you specify.,BDR Thermea Group,Set mode,This action will set the heating mode of the thermostat.,Thermostat/Heating
H8eHRWAE,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,Hive Active Heating™ - UK and Europe,Boost heating ,This Action will boost heating to the temperature and duration you specify.,Thermostat/Heating
H9eaiBpZ,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,Nefit Easy,Set room temperature,This Action will set the current room temperature to a level of your choice. This temperature level can be adjusted manually or if Clock Mode is activated.,Thermostat/Heating
HBqeZFJz,ecobee,Thermostat outdoor temperature is less than,This trigger fires every time your ecobee thermostat senses that the outdoor temperature is less than a specific value you supply.,ecobee,Set thermostat comfort profile until next transition,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.,Thermostat/Heating
HN9Z2nyY,Button widget,Button press,This trigger fires every time you press the button.,BDR Thermea Group,Set temperature,This action will set the temperature on the thermostat.,Thermostat/Heating
HP6JdKU2,Blue by ADT,A change in arm state,This trigger fires whenever the Blue By ADT system arm state changes.,ecobee,Set thermostat comfort profile until next transition,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.,Thermostat/Heating
HSD42jfy,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Nest Thermostat,Turn on fan for 15 minutes,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.,Thermostat/Heating
HWvZa85J,Amazon Alexa,Item added to your To Do List,This Trigger fires every time you add an item to your To Do List.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
HYeJb4Xh,iOS Reminders,New reminder added to list,This Trigger fires every time a new reminder is added to the list you specify.,ecobee,Set thermostat indefinite hold,This action will set the thermostat into an indefinite hold with the specified temperature.,Thermostat/Heating
HYp8HqZT,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",BDR Thermea Group,Set mode,This action will set the heating mode of the thermostat.,Thermostat/Heating
HZK2sYth,Google Calendar,Event from search starts,"This Trigger fires a set number of minutes before the starting time of an event on your Google Calendar that contains a specific keyword or phrase. The search looks at the event’s Title, Description, and Location.",ecobee,Set thermostat hold for X hours,This action will set the thermostat into a hold with the specified temperature for the specified number of hours.,Thermostat/Heating
HdxaSFLC,Location,You exit an area,This Trigger fires every time you exit an area you specify.,Hive Active Heating™ - UK and Europe,Set mode to manual at a specific temperature,This Action will set thermostat to manual at a specific temperature indefinitely.,Thermostat/Heating
Hj43ABqT,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Honeywell Total Connect Comfort,Resume programmed schedule,This Action will set your Honeywell thermostat to resume the currently defined thermostat programmed schedule.,Thermostat/Heating
Hq9LRN4H,ecobee,Thermostat outdoor temperature is greater than,This trigger fires every time your ecobee thermostat senses that the outdoor temperature is greater than a specific value you supply.,ecobee,Resume thermostat program,This Action removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event.,Thermostat/Heating
HsEqH4zA,Jaguar Watches,Pusher pressed,This trigger is fired from the assigned pusher on your Jaguar watch.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
